Background,Item,Description,Source
Stojanow Prisoner,Bond,"The horrors of my time in Stojanow haunt my dreams, only after a day of hard work can I find sleep.",Curse of Strahd
Stojanow Prisoner,Bond,"I am indebted to those who freed me from prison, I will repay this debt.",Curse of Strahd
Stojanow Prisoner,Bond,"My torturer survived the attack that set me free, I will find them.",Curse of Strahd
Stojanow Prisoner,Bond,I will not rest while others suffer fates similar to mine.,Curse of Strahd
Stojanow Prisoner,Bond,"I am searching for a way to heal the scars of Stojanow, both physical and emotional.",Curse of Strahd
Stojanow Prisoner,Flaw,"During stressful times, I find myself crying for no reason.",Curse of Strahd
Stojanow Prisoner,Flaw,My nerve endings are shot from the interrogations; I am numb to all but the harshest touch.,Curse of Strahd
Stojanow Prisoner,Flaw,I am incapable of standing up for myself.,Curse of Strahd
Stojanow Prisoner,Flaw,"I folded under the torture, and gave information that I promised would be kept secret. My life would be in jeopardy if others found out.",Curse of Strahd
Stojanow Prisoner,Flaw,Survival is worth more than friendship.,Curse of Strahd
Stojanow Prisoner,Flaw,The ghosts from my past hinder my actions.,Curse of Strahd
Ticklebelly Nomad,Trait,I eagerly inject myself into the unknown.,Curse of Strahd
Ticklebelly Nomad,Trait,"Villages, towns, and cities do not suit me. I’d rather be out in the wilderness any day.",Curse of Strahd
Ticklebelly Nomad,Trait,"I accomplish my tasks efficiently, using as few resources as possible.",Curse of Strahd
Ticklebelly Nomad,Trait,It’s difficult for me to remain in one place for long.,Curse of Strahd
Ticklebelly Nomad,Trait,I loudly brag about my tribe every chance I get.,Curse of Strahd
Ticklebelly Nomad,Trait,"Having walked among giants, I am fearless in the face of bigger creatures.",Curse of Strahd
Ticklebelly Nomad,Trait,"I am quiet and reserved, but observant. Nothing escapes my attention.",Curse of Strahd
Ticklebelly Nomad,Trait,"My word is my bond. I see a promise to completion, even if it conflicts with my beliefs.",Curse of Strahd
Ticklebelly Nomad,Ideal,"Kinship. Family is most important in life. Though I may be far from my own, the bonds of family must be protected in others’ lives as well. (Good)",Curse of Strahd
Ticklebelly Nomad,Ideal,Preservation. Nature must not be despoiled by encroaching civilization. (Any),Curse of Strahd
Ticklebelly Nomad,Ideal,Wanderlust. One must expand their horizons by seeing the world and exploring. (Chaos),Curse of Strahd
Ticklebelly Nomad,Ideal,Isolation. My tribe and its ways must be protected and shielded from outside influence.(Neutral),Curse of Strahd
Ticklebelly Nomad,Ideal,Protection. Threats to the land and to the people must be dealt with at any and all costs. (Law),Curse of Strahd
Ticklebelly Nomad,Ideal,"Belonging. All creatures have a place in the world, so I strive to help others find theirs. (Good)",Curse of Strahd
Ticklebelly Nomad,Bond,"I ache to return to my tribe and the family I left, but cannot until my obligations are fulfilled.",Curse of Strahd
Ticklebelly Nomad,Bond,The dragon cultists that invaded my homeland stole away one of my tribe’s people. I will not know rest until I’ve found them.,Curse of Strahd
Ticklebelly Nomad,Bond,The dragon’s presence in the hills destroyed valuable territory and resulted in deaths within my tribe. The creature must pay for what it has done.,Curse of Strahd
Ticklebelly Nomad,Bond,I carry a trinket that spiritually and emotionally ties me to my people and my home.,Curse of Strahd
Ticklebelly Nomad,Bond,I discovered a strange relic in the hills during my tribe’s wanderings. I must discover what it is.,Curse of Strahd
Ticklebelly Nomad,Bond,One of the stone giant clans from the Giant’s Cairn has graced me with a mark of kinship.,Curse of Strahd
Ticklebelly Nomad,Flaw,"I throw myself and my friends into situations, rarely ever thinking about consequences.",Curse of Strahd
Ticklebelly Nomad,Flaw,Unfamiliar people and surroundings put me on edge.,Curse of Strahd
Ticklebelly Nomad,Flaw,I have absolutely no patience for slowpokes and those who prove indecisive.,Curse of Strahd
Ticklebelly Nomad,Flaw,My desire to experience new things causes me to make unsafe choices.,Curse of Strahd
Ticklebelly Nomad,Flaw,"I am overly protective of nature, sometimes to the detriment of my companions and myself.",Curse of Strahd
Ticklebelly Nomad,Flaw,"My lack of worldliness often proves my undoing in social, commercial, and hostile situations.",Curse of Strahd
Caravan Specialist,Trait,Any group is only as strong as its weakest link. Everyone has to pull their own weight.,Mulmaster Bonds and Backgrounds
Caravan Specialist,Trait,There's always someone out there trying to take what I've got. Always be vigilant.,Mulmaster Bonds and Backgrounds
Caravan Specialist,Trait,Anything can be learned if you have the right teacher. Most folks just need a chance.,Mulmaster Bonds and Backgrounds
Caravan Specialist,Trait,Early to bed and early to rise; this much at least is under my control.,Mulmaster Bonds and Backgrounds
Caravan Specialist,Trait,You can listen to me or don't and wish you had. Everyone ends up on one side of that fence.,Mulmaster Bonds and Backgrounds
Caravan Specialist,Trait,Eventually my hard work will be rewarded. Maybe that time has finally come.,Mulmaster Bonds and Backgrounds
Caravan Specialist,Trait,A strong ox or horse is more reliable than most people I've met.,Mulmaster Bonds and Backgrounds
Caravan Specialist,Trait,"I never had time for books, but wish I had. I admire folks who have taken the time to learn.",Mulmaster Bonds and Backgrounds
Caravan Specialist,Ideal,Service. Using my talents to help others is the best way of helping myself. (Good),Mulmaster Bonds and Backgrounds
Caravan Specialist,Ideal,"Selfish. What people don't know WILL hurt them, but why is that my problem? (Evil)",Mulmaster Bonds and Backgrounds
Caravan Specialist,Ideal,Wanderer. I go where the road takes me. Sometimes that's a good thing… (Chaotic),Mulmaster Bonds and Backgrounds
Caravan Specialist,Ideal,"Fittest. On the open road, the law of nature wins. Victims are the unprepared. (Lawful)",Mulmaster Bonds and Backgrounds
Caravan Specialist,Ideal,"Focused. I simply have a job to do, and I'm going to do it. (Neutral)",Mulmaster Bonds and Backgrounds
Caravan Specialist,Ideal,"Motivated. There's a reason I'm good at what I do, I pay attention to the details. (Any)",Mulmaster Bonds and Backgrounds
Caravan Specialist,Bond,My brother has a farm in Elmwood and I've helped him and his neighbors move their goods to Mulmaster and other surrounding towns. Those are good people.,Mulmaster Bonds and Backgrounds
Caravan Specialist,Bond,A caravan I led was attacked by bandits and many innocents died. I swear that I will avenge them by killing any bandits I encounter.,Mulmaster Bonds and Backgrounds
Caravan Specialist,Bond,"The Soldiery are mostly good guys who understand the importance of protecting the roads. The City Watch is who you have to look out for. If they are inspecting your goods, get ready to pay a fine.",Mulmaster Bonds and Backgrounds
Caravan Specialist,Bond,"The new commander of Southroad Tower, Capt. Holke, understands the importance of safe roads. He's hired me for several jobs and I'm grateful.",Mulmaster Bonds and Backgrounds
Caravan Specialist,Bond,There's always a road I haven't traveled before. I'm always looking for new places to explore.,Mulmaster Bonds and Backgrounds
Caravan Specialist,Bond,Wealth and power mean little without the freedom to go where and when you want.,Mulmaster Bonds and Backgrounds
Caravan Specialist,Flaw,I have trouble trusting people I've just met.,Mulmaster Bonds and Backgrounds
Caravan Specialist,Flaw,I enjoy the open road. Underground and tight spaces make me very nervous.,Mulmaster Bonds and Backgrounds
Caravan Specialist,Flaw,I expect others to heed my orders and have little respect or sympathy if they don't.,Mulmaster Bonds and Backgrounds
Caravan Specialist,Flaw,I am very prideful and have trouble admitting when I'm wrong.,Mulmaster Bonds and Backgrounds
Caravan Specialist,Flaw,"Once I decide on a course of action, I do not waiver.",Mulmaster Bonds and Backgrounds
Caravan Specialist,Flaw,"I like to explore, and my curiosity will sometimes get me into trouble.",Mulmaster Bonds and Backgrounds
Earthspur Miner,Trait,Nothing bothers me for long.,Mulmaster Bonds and Backgrounds
Earthspur Miner,Trait,I hate the horrors of the Underdark with a passion. They took my friends and family and almost got me.,Mulmaster Bonds and Backgrounds
Earthspur Miner,Trait,Anything worth doing takes time and patience. I have learned to plan and wait for the things I want and to be patient to achieve my goals.,Mulmaster Bonds and Backgrounds
Earthspur Miner,Trait,"I can party with everyone. Whether with dwarves, or goliaths, or deep gnomes, I can find a way to have a good time.",Mulmaster Bonds and Backgrounds
Earthspur Miner,Trait,I'd rather be mining. This is okay; mining is better.,Mulmaster Bonds and Backgrounds
Earthspur Miner,Trait,I think that I will stumble upon great riches if I just keep looking.,Mulmaster Bonds and Backgrounds
Earthspur Miner,Trait,People who don't work with their hands and who live in houses are soft and weak.,Mulmaster Bonds and Backgrounds
Earthspur Miner,Trait,I wish I were more educated. I look up to people who are.,Mulmaster Bonds and Backgrounds
Earthspur Miner,Ideal,Generosity. The riches of the earth are to be shared by all. (Good),Mulmaster Bonds and Backgrounds
Earthspur Miner,Ideal,"Greed. Gems and precious metals, I want them all for myself. (Evil)",Mulmaster Bonds and Backgrounds
Earthspur Miner,Ideal,"Mooch. Property, schmoperty. If I need it, I take and use it. If I don't, I leave it for someone else. (Chaotic)",Mulmaster Bonds and Backgrounds
Earthspur Miner,Ideal,Boundaries. Everything and everyone has its prescribed place; I respect that and expect others to do the same. (Lawful),Mulmaster Bonds and Backgrounds
Earthspur Miner,Ideal,Let it Be. I don't meddle in the affairs of others if I can avoid it. They're none of my business. (Neutral),Mulmaster Bonds and Backgrounds
Earthspur Miner,Ideal,Materialist. I want riches to improve my life. (Any),Mulmaster Bonds and Backgrounds
Earthspur Miner,Bond,The people of the Earthspur mines are my family. I will do anything to protect them.,Mulmaster Bonds and Backgrounds
Earthspur Miner,Bond,A deep gnome saved my life when I was injured and alone. I owe his people a great debt.,Mulmaster Bonds and Backgrounds
Earthspur Miner,Bond,I must behold and preserve the natural beauty of places below the earth.,Mulmaster Bonds and Backgrounds
Earthspur Miner,Bond,"Gems hold a special fascination for me, more than gold, land, magic, or power.",Mulmaster Bonds and Backgrounds
Earthspur Miner,Bond,I want to explore new depths and scale new heights.,Mulmaster Bonds and Backgrounds
Earthspur Miner,Bond,"Someday I'm going to find the motherlode, then I'll spend the rest of my life in luxury.",Mulmaster Bonds and Backgrounds
Earthspur Miner,Flaw,I'm uncomfortable spending time under the open sky. I'd rather be indoors or underground.,Mulmaster Bonds and Backgrounds
Earthspur Miner,Flaw,I'm not used to being around other people much and sometimes get grouchy about it.,Mulmaster Bonds and Backgrounds
Earthspur Miner,Flaw,"Good tools are more reliable than people. In a cave-in, I would save a sturdy pick before a stranger.",Mulmaster Bonds and Backgrounds
Earthspur Miner,Flaw,"I jealously guard my secrets, because I think others will take advantage of me if they learn what I know.",Mulmaster Bonds and Backgrounds
Earthspur Miner,Flaw,I am obsessed with getting rich. I always have a scheme brewing for making it big.,Mulmaster Bonds and Backgrounds
Earthspur Miner,Flaw,I'm afraid of the dark.,Mulmaster Bonds and Backgrounds
Harborfolk,Trait,I am curious. I want to know why things are the way they are and why people do the things that they do.,Mulmaster Bonds and Backgrounds
Harborfolk,Trait,"I can't sing, but that never stops me from doing it, loudly. Everyone loves a good sea shanty!",Mulmaster Bonds and Backgrounds
Harborfolk,Trait,"I think the High Blade is doing a terrific job, don't you?",Mulmaster Bonds and Backgrounds
Harborfolk,Trait,I'm very excited that the House Built on Gold is being restored. I am a zealous worshipper of Waukeen.,Mulmaster Bonds and Backgrounds
Harborfolk,Trait,I am quite superstitious. I see portents in everyday occurrences.,Mulmaster Bonds and Backgrounds
Harborfolk,Trait,I resent the rich and enjoy thwarting their plans and spoiling their fun in small ways.,Mulmaster Bonds and Backgrounds
Harborfolk,Trait,I have a sea story to fit every occasion.,Mulmaster Bonds and Backgrounds
Harborfolk,Trait,"I'm a fisher, but I secretly detest eating fish. I will do anything to avoid it.",Mulmaster Bonds and Backgrounds
Harborfolk,Ideal,"Calm. For all things, there is a tide. I set sail when it is right, and mend my nets when it is not. (Lawful)",Mulmaster Bonds and Backgrounds
Harborfolk,Ideal,Windblown. I go where the winds blow. No man or woman tells me where or when to sail. (Chaotic),Mulmaster Bonds and Backgrounds
